School,WLper,SOS,Pace,ORtg,FTr,3PAr,Tsper,TRBper,ASTper,STLper,BLKper,eFGper,TOVper,ORBper,FTperFGA,oPace,oORtg,oFTr,o3PAr,oTSper,oTRBper,oASTper,oSTLper,oBLKper,oeFGper,oTOVper,oORBper,oFTperFGA,Year
Drake,0.5,0.58,69.3,104.1,0.325,0.403,0.551,48.4,58.5,8.5,6.7,0.51,15.3,23.4,0.25,69.3,103.6,0.243,0.378,0.539,51.6,54.3,8.4,10.4,0.515,15.1,26.8,0.172,2017-18
Drexel,0.394,-2.48,70.1,104.4,0.324,0.351,0.533,49.9,43.2,7.5,10,0.498,15.1,30.7,0.234,70.1,110.3,0.31,0.327,0.55,50.1,49.8,9.2,8.3,0.521,13.7,30.9,0.219,2017-18
Duke NCAA,0.784,9.7,70.6,118.6,0.346,0.363,0.586,55.5,57.6,10.5,12.4,0.559,14.7,38.8,0.246,70.6,97.9,0.223,0.368,0.493,44.5,56.1,8,6.7,0.464,14.8,29.7,0.162,2017-18
Duquesne,0.5,-3.33,66.5,106.4,0.354,0.398,0.529,51.2,47.7,8.5,11.7,0.497,14.9,33,0.242,66.5,103.1,0.364,0.324,0.54,48.8,56.2,7.9,8.4,0.508,16.2,28.9,0.252,2017-18
East Carolina,0.333,-0.22,68.8,95.3,0.287,0.346,0.509,47.9,52.4,7.1,7.9,0.483,18,27.8,0.191,68.8,107.5,0.311,0.352,0.542,52.1,58.2,9.5,9.1,0.515,14.8,32.5,0.213,2017-18
East Tennessee State,0.735,-4.09,69.7,107.8,0.331,0.363,0.564,52.9,54,11.2,12.7,0.536,16.7,31.2,0.235,69.7,94.6,0.322,0.406,0.504,47.1,48.2,8.7,8.7,0.468,18.4,27.8,0.226,2017-18
Eastern Illinois,0.387,-3.4,66.4,100,0.319,0.363,0.519,49.9,53.6,8.8,13.1,0.489,17.3,30.3,0.218,66.4,102.6,0.325,0.379,0.541,50.1,56.2,9.4,9,0.509,17.3,29.6,0.232,2017-18
Eastern Kentucky,0.355,-3.68,69.8,102.6,0.337,0.359,0.54,48,52.1,8.9,9.9,0.501,16.3,27.6,0.252,69.8,109.1,0.344,0.363,0.566,52,55.9,10,9.3,0.542,16.4,31.1,0.232,2017-18
Eastern Michigan,0.629,-2.81,67.5,105,0.298,0.347,0.547,49.7,48.2,12.7,18.6,0.522,16.3,30,0.203,67.5,97.9,0.298,0.393,0.509,50.3,63.4,10,8.2,0.473,18,32,0.215,2017-18
Eastern Washington,0.571,-1.54,69.2,107.4,0.284,0.411,0.572,49.6,47,7.6,8.1,0.541,14.9,22.4,0.217,69.2,103.3,0.359,0.339,0.543,50.4,52.5,7.9,6.5,0.507,15.1,24.2,0.258,2017-18
Elon,0.438,-1.69,68,104.5,0.239,0.504,0.55,48.2,60.2,6.2,5.8,0.527,14.9,22.6,0.17,68,108.6,0.225,0.442,0.54,51.8,47.1,9.3,10,0.519,12.7,27.9,0.158,2017-18
Evansville,0.531,1.35,65.7,99.1,0.35,0.271,0.543,50.8,57,9,9.5,0.498,18.3,24.8,0.271,65.7,96.8,0.321,0.429,0.523,49.2,56.2,10.8,11.3,0.492,18.3,25.5,0.221,2017-18
Fairfield,0.515,-3.68,72.1,103.3,0.309,0.444,0.544,48.3,55.3,8.7,7.6,0.514,15.4,24.4,0.22,72.1,105.1,0.368,0.355,0.557,51.7,47.6,8.2,8.2,0.525,16.7,26.9,0.26,2017-18
Fairleigh Dickinson,0.419,-5.66,71.8,104,0.307,0.334,0.54,48.3,49.4,9.9,8.7,0.508,16.6,30.8,0.223,71.8,105.6,0.345,0.381,0.545,51.7,55.9,9.3,7.1,0.506,17.3,34.4,0.257,2017-18
Florida NCAA,0.618,10.08,68.4,109.6,0.326,0.403,0.54,48.5,49.8,10.1,12.7,0.507,12.3,28.7,0.234,68.4,100,0.323,0.334,0.524,51.5,47.4,6.4,8.5,0.486,17.3,30.3,0.236,2017-18
Florida A&M,0.265,-8.33,69.5,97.4,0.324,0.311,0.513,45.2,44.5,8.1,7.8,0.474,17.1,27.8,0.234,69.5,111.6,0.359,0.344,0.566,54.8,49.3,8.9,8.1,0.535,16.2,36.3,0.254,2017-18
Florida Atlantic,0.387,-0.14,70.9,97.6,0.278,0.286,0.493,50.6,47.6,8.2,10,0.456,15.3,29.2,0.205,70.9,98.4,0.319,0.32,0.516,49.4,47.1,9.1,6.5,0.484,15.7,26.6,0.221,2017-18
Florida Gulf Coast,0.657,-5.44,73.3,111,0.321,0.33,0.583,53.8,51.2,10,7.6,0.554,16.8,31.7,0.238,73.3,98,0.34,0.391,0.517,46.2,51.1,9.5,6.8,0.486,16.9,27,0.229,2017-18
Florida International,0.438,-1.99,69.8,98.9,0.368,0.331,0.503,47.8,46.4,10.6,9,0.479,13.6,25.4,0.224,69.8,99.6,0.349,0.385,0.531,52.2,53.9,6.8,8.8,0.499,17.9,27.9,0.239,2017-18
Florida State NCAA,0.657,8.5,72.2,109.5,0.37,0.368,0.562,51.8,52.6,9.4,14,0.532,15.4,32,0.256,72.2,99.6,0.324,0.377,0.519,48.2,48.7,8,7.7,0.484,16.7,29.3,0.231,2017-18
Fordham,0.29,1.26,66.8,92.5,0.269,0.468,0.51,42.6,60.5,13.6,6.4,0.479,16.9,18.8,0.19,66.8,104.4,0.304,0.336,0.548,57.4,61.5,8.6,11.2,0.523,18.1,32.8,0.208,2017-18
Fresno State,0.656,1.84,68.5,110.9,0.378,0.304,0.578,51.9,46.9,9.8,9.3,0.55,15.3,28.2,0.262,68.5,99.2,0.381,0.348,0.54,48.1,50.5,7.1,7.6,0.498,17.5,24.4,0.28,2017-18
Furman,0.697,-3.64,70.5,112.1,0.278,0.474,0.577,50.1,55.8,11.3,6,0.554,14.4,27.6,0.198,70.5,96.7,0.289,0.372,0.522,49.9,48.7,7.6,9.9,0.492,18.4,27.5,0.203,2017-18
Gardner-Webb,0.438,-3.81,69.1,100.6,0.284,0.365,0.538,50.7,50.5,8.7,8.5,0.508,17.2,26.9,0.204,69.1,102.8,0.347,0.409,0.538,49.3,58.3,9.9,9.2,0.504,15.9,26,0.247,2017-18
George Mason,0.485,0.85,69.6,101.4,0.318,0.362,0.529,50.8,44.9,8.6,8,0.491,15.9,27.9,0.236,69.6,106.8,0.308,0.395,0.546,49.2,51.7,9,11.3,0.521,14.1,26.7,0.211,2017-18
George Washington,0.455,2.13,66.3,101.8,0.289,0.301,0.526,50.8,52.9,8.6,13.1,0.495,16.5,31.7,0.205,66.3,106.1,0.281,0.34,0.541,49.2,51.5,9.8,6.2,0.514,14.9,30,0.199,2017-18
Georgetown,0.5,5.29,71.6,106.2,0.383,0.351,0.564,53.3,65.3,7.4,9.8,0.518,18,31.2,0.297,71.6,103.7,0.283,0.398,0.541,46.7,55.9,9.6,9,0.508,15.1,26,0.21,2017-18
Georgia,0.545,8.87,65.3,102.7,0.401,0.346,0.517,53.6,52.4,5.8,12.7,0.475,16.2,34.8,0.281,65.3,100.6,0.277,0.376,0.493,46.4,44.6,8.9,8.6,0.456,12.5,28.9,0.202,2017-18
Georgia Southern,0.636,-3.28,70.5,107.2,0.396,0.394,0.529,49.5,38.9,9.7,10.4,0.497,13.6,31.1,0.263,70.5,99.1,0.345,0.396,0.519,50.5,48.3,6,10,0.49,17.9,31.1,0.229,2017-18
Georgia State NCAA,0.686,-2.78,67.9,108.8,0.303,0.413,0.562,47.7,48.6,10.7,15.1,0.54,14.5,26,0.205,67.9,98.1,0.37,0.459,0.51,52.3,59.3,7.2,9.8,0.471,17.8,32.3,0.258,2017-18
Georgia Tech,0.406,7.46,66.5,98.4,0.348,0.277,0.509,50,54.3,10.3,14.3,0.469,16.6,30.8,0.248,66.5,101.7,0.318,0.334,0.527,50,59.5,9.5,8.1,0.492,16.4,30.6,0.227,2017-18
Gonzaga NCAA,0.865,2.6,69.7,118.2,0.321,0.394,0.593,56,50.1,8.9,9.6,0.57,13.9,32.9,0.227,69.7,95.8,0.291,0.357,0.505,44,46.2,7.3,7.4,0.471,15.5,22.9,0.208,2017-18
Grambling,0.548,-10.3,73.8,97.8,0.415,0.254,0.509,50.7,44,10.4,9.7,0.461,17.7,32,0.295,73.8,100.6,0.427,0.361,0.53,49.3,50.3,8.8,10.3,0.493,17.5,30.5,0.29,2017-18
Grand Canyon,0.647,-4.8,70.3,104.3,0.394,0.391,0.531,51.4,63.2,8.8,10.1,0.492,16,31.5,0.277,70.3,91.9,0.385,0.304,0.491,48.6,42.8,8.4,6.7,0.445,18.5,28.3,0.272,2017-18
Green Bay,0.394,-4.08,74.1,102.2,0.331,0.401,0.537,48.7,53.4,9.2,7.8,0.497,16.2,26.3,0.249,74.1,101.4,0.302,0.389,0.524,51.3,50.1,9.3,11.8,0.491,15.9,29.1,0.215,2017-18
Hampton,0.529,-9.56,75,105.2,0.335,0.289,0.537,50.9,53.4,7.1,8.9,0.492,14.9,29.6,0.26,75,101.3,0.35,0.361,0.513,49.1,49.7,7.6,7.8,0.479,14.7,29.3,0.239,2017-18
Hartford,0.576,-5.26,67.7,103.7,0.309,0.426,0.551,48.9,51.9,8.9,11.2,0.527,16,25.2,0.21,67.7,103.4,0.333,0.41,0.535,51.1,55.2,8.7,9.3,0.509,15.8,28.1,0.223,2017-18
Harvard,0.563,-1.7,66.5,100.6,0.288,0.411,0.541,52,53.1,8,11.4,0.503,18.1,26.7,0.224,66.5,98.1,0.353,0.397,0.531,48,54.5,9.9,7.6,0.49,16.8,23.1,0.26,2017-18
Hawaii,0.567,-2.51,68.9,100.5,0.411,0.376,0.54,50.8,59.4,8.1,5.7,0.504,17.1,26.6,0.282,68.9,98.9,0.383,0.365,0.542,49.2,41.9,8.9,8.6,0.502,18.1,24.1,0.276,2017-18
High Point,0.467,-6.38,67.1,105.2,0.348,0.27,0.54,51.6,45.5,11,8.5,0.507,16,31.9,0.244,67.1,98.6,0.375,0.386,0.535,48.4,49,9.4,10.7,0.493,19.1,28.4,0.275,2017-18
Hofstra,0.613,-1.6,70.3,112.6,0.367,0.371,0.562,51.4,47.6,7.1,7,0.534,13.2,31,0.251,70.3,109.6,0.32,0.357,0.568,48.6,49.4,8.5,7.7,0.542,14.6,27,0.225,2017-18
Holy Cross,0.387,-5.82,63.7,99,0.296,0.397,0.551,45,58.1,9.7,11.4,0.526,17.6,19.3,0.205,63.7,105.4,0.339,0.445,0.547,55,59.6,9.8,7,0.51,17.2,32,0.25,2017-18
Houston NCAA,0.771,4.16,68.5,112,0.326,0.372,0.563,54.6,53,9.1,9,0.533,14.9,33.6,0.234,68.5,94.7,0.416,0.379,0.502,45.4,51.9,7.3,7.1,0.455,16.8,25.3,0.293,2017-18
Houston Christian,0.194,-3.97,75.5,100.9,0.345,0.329,0.497,50.9,50.2,8.7,7.5,0.471,15.5,35.6,0.215,75.5,110.9,0.363,0.363,0.589,49.1,55.8,8.5,11.9,0.553,17,29.7,0.275,2017-18
Howard,0.303,-9.74,71.3,102.2,0.345,0.387,0.527,46.8,48.1,7.4,7.3,0.491,16,29.5,0.244,71.3,110.7,0.388,0.361,0.562,53.2,55.6,7.8,8.5,0.53,16.5,35.2,0.272,2017-18
Idaho,0.71,-3.94,68,110.1,0.323,0.388,0.577,54.8,56,6.4,7.8,0.547,16.9,31.4,0.237,68,100.9,0.3,0.423,0.524,45.2,48.9,7.8,6.4,0.492,14.4,24.2,0.214,2017-18
Idaho State,0.467,-3.69,70.8,104,0.362,0.389,0.575,48,45.5,8,6.1,0.552,17.5,21.3,0.246,70.8,105,0.31,0.344,0.544,52,43.3,8.3,8.6,0.514,14.9,27.4,0.219,2017-18
Illinois,0.438,7.53,70.8,105.8,0.335,0.362,0.537,49.8,51.6,10.5,6.3,0.5,15.8,34.1,0.245,70.8,103.1,0.481,0.349,0.576,50.2,52,8.9,12.1,0.532,20.9,31.1,0.351,2017-18
Illinois State,0.545,3.67,69.3,101,0.334,0.461,0.532,47.6,57.6,9.2,11.2,0.503,16.5,25.9,0.228,69.3,103.3,0.38,0.397,0.527,52.4,56.8,9.1,10.1,0.488,15.7,30.9,0.269,2017-18
Illinois-Chicago,0.556,-4.21,73.6,101.9,0.363,0.33,0.546,50.9,47.4,9.2,16.1,0.507,18,28.8,0.267,73.6,97.7,0.328,0.338,0.496,49.1,59.1,9.7,9.8,0.46,15.1,29.3,0.227,2017-18
Incarnate Word,0.25,-5.04,72.5,97.4,0.402,0.315,0.53,47.6,46.3,8.3,12.3,0.481,19.2,28.3,0.3,72.5,106.5,0.324,0.334,0.537,52.4,48.8,10.3,10.6,0.505,16,34.4,0.23,2017-18
Indiana,0.516,8.25,67.5,105.2,0.364,0.341,0.538,51,54,9.4,12.1,0.511,15.7,31.8,0.239,67.5,102.8,0.322,0.365,0.539,49,52.3,9.5,10.6,0.508,17.1,29.5,0.227,2017-18
Indiana State,0.419,2.43,70.1,100.6,0.357,0.415,0.533,51.1,47.2,10.4,9.7,0.498,17.4,28.2,0.252,70.1,100.9,0.412,0.369,0.55,48.9,50.5,9.4,11.5,0.509,17.6,24,0.296,2017-18
Iona NCAA,0.588,-2.19,71.5,109.2,0.302,0.408,0.569,47.2,56.6,9.3,7.6,0.539,14.3,24.4,0.223,71.5,105.1,0.286,0.354,0.545,52.8,52.1,6.9,7.7,0.525,16.3,30.7,0.189,2017-18
Iowa,0.424,7.13,71,111.4,0.354,0.34,0.57,53.5,63.6,7.3,10.3,0.543,16,34.1,0.246,71,110,0.281,0.366,0.556,46.5,56.3,9.8,7.4,0.531,13.5,28,0.197,2017-18
Iowa State,0.419,9.49,69.6,103.9,0.298,0.349,0.529,49.5,51.8,6.9,11.1,0.499,14.7,29.6,0.209,69.6,107.6,0.265,0.397,0.537,50.5,52,8.5,8.8,0.51,14,30.7,0.189,2017-18
IUPUI,0.367,-3.53,68.7,98.9,0.324,0.348,0.515,50,52.7,9.9,10.2,0.486,17.7,31.7,0.216,68.7,105.3,0.379,0.377,0.572,50,53.8,10.8,11.3,0.536,18.8,28.9,0.279,2017-18
Jackson State,0.375,-10.5,65.4,94,0.259,0.377,0.462,47.5,49,11.1,8.8,0.434,14.6,31,0.169,65.4,102,0.46,0.37,0.555,52.5,52.9,7.2,8.5,0.514,19.6,31.2,0.324,2017-18
Jacksonville,0.455,-6.12,72.4,98.8,0.312,0.302,0.525,49.2,46.3,9.3,8.9,0.501,17.1,27.3,0.205,72.4,102,0.279,0.387,0.536,50.8,48.7,9.2,8.5,0.504,16.7,28.7,0.206,2017-18
Jacksonville State,0.639,-4.87,67.8,105.2,0.314,0.311,0.538,54,56.8,8.9,14.9,0.507,16.3,33.1,0.224,67.8,96.3,0.318,0.415,0.51,46,50.8,9.3,6.5,0.475,16.9,25.9,0.224,2017-18
James Madison,0.313,-2.15,69.4,103,0.345,0.36,0.52,49.8,47.8,10,9.5,0.48,14.5,29.8,0.251,69.4,106.2,0.413,0.394,0.559,50.2,56.5,8.2,8.6,0.522,16.5,28.2,0.295,2017-18
Kansas NCAA,0.795,11.88,70.2,115.5,0.27,0.412,0.594,50.3,55.7,9.2,10.9,0.575,14.6,29.3,0.191,70.2,102,0.246,0.391,0.519,49.7,48.5,7.9,9.9,0.491,15.6,31,0.175,2017-18
Kansas City,0.313,-1.02,72.4,96.8,0.344,0.455,0.52,44,46.8,8.7,6.7,0.483,16,21.7,0.245,72.4,105.2,0.416,0.348,0.552,56,52.1,7.4,11.3,0.515,17.8,32.1,0.292,2017-18
Kansas State NCAA,0.676,8.74,66.6,106.4,0.338,0.368,0.56,47.4,54.4,11.9,9.3,0.525,15.3,25.8,0.248,66.6,100.3,0.368,0.399,0.533,52.6,54.5,8.4,7.1,0.491,18.6,31.7,0.269,2017-18
Kennesaw State,0.333,-4.31,71.4,101.4,0.337,0.247,0.531,48.3,55.4,10,7.8,0.5,16.6,29.6,0.233,71.4,108.2,0.314,0.34,0.562,51.7,51.4,8.8,6.5,0.534,16.3,32.5,0.224,2017-18
Kent State,0.5,-1.76,70.3,103.2,0.325,0.382,0.525,50.5,45.1,8.4,9.7,0.487,15.7,31.7,0.237,70.3,104,0.328,0.368,0.542,49.5,52.5,7.9,8.4,0.509,15.9,29.8,0.235,2017-18
Kentucky NCAA,0.703,10.73,69.8,109.6,0.44,0.258,0.555,53.6,49,8,13.7,0.518,15.8,35.5,0.307,69.8,100.3,0.323,0.426,0.502,46.4,52.2,8.2,8.5,0.468,14.4,30.6,0.224,2017-18
La Salle,0.406,2.54,69,102.8,0.31,0.373,0.534,49.7,50.2,8.3,7.3,0.49,14.6,25.5,0.244,69,104,0.337,0.341,0.547,50.3,44.8,8.9,7.9,0.516,15.6,25.3,0.237,2017-18
Lafayette,0.323,-6.04,68.9,102.9,0.297,0.414,0.566,48.5,49.7,6.1,8.8,0.532,17.4,21.1,0.228,68.9,107.6,0.264,0.38,0.543,51.5,45.7,8.6,9.4,0.519,13,26.9,0.185,2017-18
Lamar,0.576,-7.23,71.1,105,0.374,0.37,0.524,51.4,51.4,11.8,6.4,0.494,15.3,32.8,0.245,71.1,96.4,0.37,0.348,0.54,48.6,53.5,7.8,10,0.507,20.6,27.2,0.256,2017-18
Lehigh,0.533,-5.65,71,107,0.26,0.391,0.563,49.9,51.3,8.4,5.1,0.532,15.5,25.4,0.202,71,106.9,0.304,0.441,0.551,50.1,57.5,8.8,8.9,0.524,14.4,26.6,0.214,2017-18
Liberty,0.595,-6.24,64.1,108.3,0.339,0.413,0.579,53.1,58,9,9.1,0.539,16.2,24,0.268,64.1,97.2,0.33,0.455,0.536,46.9,54.6,9,7.8,0.499,17.1,19.7,0.241,2017-18
Lipscomb NCAA,0.697,-3.8,77,105,0.405,0.399,0.557,52.2,56,8.4,8,0.518,16.9,28.3,0.291,77,99.4,0.375,0.365,0.544,47.8,49.4,9,11.7,0.511,17.8,23.9,0.259,2017-18
Little Rock,0.219,-2.22,66.6,94.2,0.315,0.355,0.505,49.1,52.1,7.4,9.5,0.484,18.5,28.9,0.192,66.6,103.7,0.394,0.436,0.541,50.9,57.8,8,10.2,0.509,17.4,30.5,0.267,2017-18
Long Beach State,0.455,0.89,72.3,103.4,0.399,0.291,0.545,51.2,48.4,9.1,8.9,0.503,18,32.5,0.291,72.3,107.6,0.274,0.343,0.561,48.8,52.1,10.5,8.1,0.531,16.3,29.9,0.206,2017-18
Long Island University NCAA,0.514,-8.19,72.9,105.4,0.382,0.397,0.555,51,47.3,7.6,7.6,0.523,17,29.7,0.266,72.9,104.5,0.318,0.336,0.526,49,47.1,9.1,7.3,0.495,14.3,29.5,0.22,2017-18
Longwood,0.212,-4.31,69.7,90.7,0.335,0.392,0.511,46.2,44.9,9.5,9.1,0.477,20.2,22.9,0.23,69.7,106.3,0.335,0.415,0.544,53.8,50,11.1,9,0.51,15.7,31,0.243,2017-18
Louisiana,0.794,-2.55,72.7,114.1,0.37,0.391,0.575,54.7,60.9,10.3,11.1,0.535,15.6,36.1,0.282,72.7,97.1,0.368,0.322,0.523,45.3,43.2,7.9,8.2,0.488,18,27,0.254,2017-18
Louisiana State,0.545,8.02,69.4,111.3,0.326,0.402,0.575,49.4,51,11,9.7,0.545,14.7,29.2,0.238,69.4,107.1,0.326,0.408,0.555,50.6,47.8,8.1,9.8,0.527,16.9,31.5,0.227,2017-18
Louisiana Tech,0.515,-0.12,69.1,107.7,0.371,0.408,0.559,49.6,56.1,8.6,10.4,0.523,15.5,27.6,0.269,69.1,101.7,0.316,0.334,0.533,50.4,52.3,8.1,10.2,0.502,16.3,28.6,0.224,2017-18
Louisiana-Monroe,0.5,-3.31,67,103.4,0.243,0.43,0.538,49.3,55,9.6,4.1,0.513,15.5,27.1,0.174,67,101.2,0.298,0.431,0.533,50.7,60.1,7.6,11.8,0.503,17.1,28.4,0.211,2017-18
Louisville,0.611,9.07,69.7,106.9,0.319,0.352,0.552,49.7,50.5,9.9,15,0.518,14.7,28.6,0.235,69.7,99.5,0.293,0.343,0.504,50.3,44.2,8.5,8.3,0.47,16.1,31.4,0.207,2017-18
Loyola (IL) NCAA,0.842,1.8,65.9,108.6,0.319,0.357,0.602,51.3,59.7,9.6,6.8,0.577,17.3,22.4,0.231,65.9,94.9,0.247,0.371,0.502,48.7,50.1,10.1,9.4,0.474,17,25.4,0.174,2017-18
Loyola (MD),0.29,-5.25,69.7,98.5,0.334,0.28,0.511,50.3,45.2,10,8.9,0.483,16.4,29.4,0.218,69.7,106.4,0.393,0.366,0.572,49.7,50.2,8.6,11.6,0.536,16.9,26.3,0.286,2017-18
Loyola Marymount,0.355,1.09,67.8,105,0.327,0.317,0.531,50.4,54.7,10.2,7.1,0.498,16.3,34.3,0.232,67.8,111.8,0.418,0.381,0.601,49.6,61.3,8.8,11.9,0.569,17.4,30.3,0.302,2017-18
Maine,0.188,-3.27,71.6,92.4,0.298,0.398,0.5,47.8,49.4,8.9,8.3,0.468,18.8,25.6,0.206,71.6,103.9,0.362,0.399,0.542,52.2,53.3,10.2,9.9,0.507,16.4,29.7,0.257,2017-18
Manhattan,0.452,-4.13,67.5,101,0.376,0.36,0.548,49.6,58.8,8.7,11.4,0.516,19.8,31,0.261,67.5,102.3,0.41,0.369,0.542,50.4,59.2,11.3,6.5,0.501,18.6,32,0.292,2017-18
Marist,0.194,-3.57,71.5,99.5,0.358,0.469,0.56,47.8,48.5,5.8,6.4,0.527,19.6,22.6,0.256,71.5,111.7,0.298,0.394,0.557,52.2,52.7,10.1,10.2,0.526,12.8,29.7,0.221,2017-18
Marquette,0.6,9.7,70.4,114.3,0.288,0.444,0.601,49,55.7,8.6,9.6,0.568,15.4,27.6,0.232,70.4,110.4,0.389,0.338,0.577,51,54.5,8.3,8,0.538,15.9,29.5,0.291,2017-18
Marshall NCAA,0.694,0.44,76.3,108.7,0.335,0.453,0.583,46.7,59,9.1,12.7,0.548,15.5,22.5,0.256,76.3,102.7,0.285,0.311,0.523,53.3,50.9,8.6,7.8,0.497,15.9,31.5,0.194,2017-18
Maryland,0.594,7.94,66.6,109.4,0.38,0.364,0.584,53.6,55.7,6.5,11.6,0.546,17.9,31.6,0.287,66.6,100.1,0.237,0.379,0.504,46.4,52.2,10,10.5,0.473,14.2,28.4,0.175,2017-18
Maryland-Baltimore County NCAA,0.694,-3.84,69.2,105.6,0.307,0.45,0.55,49.1,59.1,10.8,7.3,0.531,15.5,26.8,0.198,69.2,99,0.307,0.407,0.535,50.9,51.9,9.6,8.4,0.509,18.7,27.4,0.208,2017-18
Maryland-Eastern Shore,0.219,-7.56,67.6,92.1,0.294,0.393,0.474,45.8,48.9,7,5,0.441,16.6,28.2,0.198,67.6,114.4,0.328,0.399,0.569,54.2,59.5,9.2,9.7,0.542,14.1,34.2,0.233,2017-18
Massachusetts,0.394,1.1,67.3,104.4,0.251,0.382,0.553,48.9,58.7,7,7.7,0.525,16.5,27.2,0.187,67.3,108.4,0.332,0.339,0.552,51.1,59.8,9.2,9.2,0.515,14.4,29.6,0.249,2017-18
Massachusetts-Lowell,0.4,-5.77,72.1,105.2,0.401,0.361,0.558,47,55,9.7,7.2,0.523,16.5,26.7,0.284,72.1,108.5,0.332,0.33,0.574,53,49.2,9.7,9,0.547,17.6,31.6,0.235,2017-18
McNeese State,0.414,-6.1,73.5,101.6,0.33,0.334,0.528,50.6,41.9,7.3,10.6,0.494,16.8,30.1,0.234,73.5,102.8,0.299,0.334,0.515,49.4,50.6,8.7,7.2,0.486,14.3,30.6,0.204,2017-18
Memphis,0.618,2.16,66.3,105.3,0.436,0.346,0.545,51.1,53.5,8.8,11.3,0.507,17.4,35.1,0.301,66.3,105.9,0.324,0.411,0.539,48.9,59.7,10.8,9.8,0.508,16.2,33.8,0.227,2017-18
Mercer,0.559,-3.5,65.8,112.9,0.367,0.404,0.588,54.1,55.8,8,5.7,0.551,16.3,31.4,0.279,65.8,104.6,0.323,0.48,0.553,45.9,61.8,8.9,10.8,0.522,15.6,24.5,0.232,2017-18
Miami (FL) NCAA,0.688,6.96,67.8,108,0.291,0.36,0.551,50.6,48.5,9.6,11,0.531,14.6,29.1,0.192,67.8,99.4,0.281,0.356,0.521,49.4,53.3,8.3,9,0.49,16.5,28.3,0.2,2017-18
Miami (OH),0.471,-1.15,68.7,102.6,0.273,0.438,0.54,51.2,51.1,10.8,7,0.517,16.7,28.1,0.187,68.7,100.7,0.279,0.374,0.53,48.8,45.9,9.1,10.6,0.501,16,25.5,0.198,2017-18
Michigan NCAA,0.805,9.41,65.7,111,0.307,0.433,0.564,50.3,53.6,9.6,8.1,0.545,12.4,25.4,0.203,65.7,95.4,0.298,0.304,0.511,49.7,43.5,6.3,9.7,0.476,17.3,25,0.215,2017-18
Michigan State NCAA,0.857,7.1,68.1,117.3,0.359,0.363,0.601,57.6,67.6,6,18.5,0.569,16.4,37,0.268,68.1,94.9,0.307,0.355,0.47,42.4,54.1,8.7,6.9,0.427,12.6,26.3,0.223,2017-18
Middle Tennessee,0.758,2.83,67.8,109.9,0.306,0.339,0.565,54.1,51.9,8.9,7.1,0.534,15.9,31.2,0.227,67.8,97,0.417,0.375,0.533,45.9,52.2,8.2,7,0.49,17.6,22.3,0.298,2017-18
Milwaukee,0.485,-4.25,67.5,100.6,0.282,0.376,0.532,50.8,51.4,8.7,10.7,0.508,16.3,25.6,0.19,67.5,100.7,0.27,0.374,0.537,49.2,50.3,8.6,11.5,0.505,16.2,23.6,0.201,2017-18
Minnesota,0.469,6.91,70.2,105.8,0.351,0.32,0.523,50,54.9,8,12.7,0.487,13.3,29.9,0.247,70.2,105.6,0.271,0.357,0.532,50,57.3,7.8,11.3,0.505,13.9,29.5,0.191,2017-18
Mississippi,0.375,9.16,70.7,105.5,0.338,0.394,0.523,49.7,55.6,8.7,11.2,0.483,13.6,31.3,0.247,70.7,108.7,0.369,0.394,0.55,50.3,62.3,7.8,9.6,0.515,14.9,30.6,0.263,2017-18
Mississippi State,0.676,6.82,68.4,106.6,0.31,0.373,0.55,51.4,49.1,9.5,14.8,0.524,16.4,31.8,0.214,68.4,98.4,0.29,0.382,0.51,48.6,49.4,7.9,8.6,0.481,16.9,30.4,0.199,2017-18
Mississippi Valley State,0.125,-8.13,69.9,91.4,0.291,0.287,0.461,47.2,43.1,8.2,5.2,0.426,15.7,29.8,0.196,69.9,110.1,0.392,0.41,0.578,52.8,56.7,8.5,12.1,0.548,17.1,31.6,0.275,2017-18
Missouri NCAA,0.606,9.19,67.3,107.1,0.39,0.453,0.573,53.2,55.8,7.6,11.3,0.537,18.3,31.2,0.286,67.3,100.3,0.301,0.362,0.504,46.8,47.3,9.7,12.1,0.467,14.1,27.8,0.218,2017-18
Missouri State,0.545,0.43,66.2,105.5,0.27,0.362,0.525,54,49.9,7,11.2,0.496,14.8,33.2,0.193,66.2,100.2,0.298,0.367,0.507,46,48.9,8.2,8.5,0.471,13.1,25.4,0.215,2017-18
Monmouth,0.355,-1.25,71,102.9,0.441,0.334,0.562,51,50.7,8.7,7.4,0.523,18.5,26.6,0.314,71,104.4,0.416,0.457,0.549,49,53.1,9.3,10.5,0.514,16,26.9,0.287,2017-18
Montana NCAA,0.765,-2.24,69.9,108.8,0.386,0.272,0.549,53.3,45.3,10.9,9.2,0.513,15,33.3,0.273,69.9,96.5,0.419,0.32,0.532,46.7,43.8,7,8.8,0.487,19.3,25.6,0.302,2017-18
Montana State,0.406,-3.52,72.1,104.2,0.387,0.379,0.533,50.1,49.1,7.5,5.6,0.49,14.9,29,0.281,72.1,108,0.363,0.372,0.571,49.9,45.9,8.1,8.8,0.542,16.1,26.2,0.256,2017-18
Morehead State,0.276,-1.91,70.6,99.3,0.358,0.381,0.528,51.4,48.3,8,8.8,0.492,19.1,32.6,0.251,70.6,107.1,0.389,0.405,0.569,48.6,60.3,9.5,10.1,0.539,17.4,28.7,0.27,2017-18
